corpusid,arxiv_id,title,authors,filename,year,venue,citationcount,referencecount,influentialcitationcount,content_references,equations,figures,font,pages,paragraphs,sections,subsections,subsubsections,tables,words
232046073,2102.12608,Online Policy Gradient for Model Free Learning of Linear Quadratic Regulators with √T Regret,"[{'authorId': '51041119', 'name': 'Asaf B. Cassel'}, {'authorId': '1711492', 'name': 'Tomer Koren'}]",Online Policy Gradient for Model Free Learning of Linear Quadratic Regulators with T Regret,2021,International Conference on Machine Learning,12,32,2,71,192,0,CMR10,19,2,8,12,0,0,9579
249642114,2206.06501,Optimal Clipping and Magnitude-aware Differentiation for Improved Quantization-aware Training,"[{'authorId': '2063588', 'name': 'Charbel Sakr'}, {'authorId': '2121059', 'name': 'Steve Dai'}, {'authorId': '3172075', 'name': 'Rangharajan Venkatesan'}, {'authorId': '145736583', 'name': 'B. Zimmer'}, {'authorId': '80724002', 'name': 'W. Dally'}, {'authorId': '2125244', 'name': 'Brucek Khailany'}]",Optimal Clipping and Magnitude-aware Differentiation for Improved Quantization-aware Training,2022,International Conference on Machine Learning,23,46,1,56,52,21,NimbusRomNo9L,16,0,13,13,0,12,11690
59553571,1902.00071,Optimal mini-batch and step sizes for SAGA,"[{'authorId': '66110081', 'name': 'Nidham Gazagnadou'}, {'authorId': '144038356', 'name': 'R. Gower'}, {'authorId': '143627573', 'name': 'J. Salmon'}]",Optimal mini-batch and step sizes for SAGA,2019,International Conference on Machine Learning,33,19,3,0,0,0,NimbusRomNo9L,34,0,1,0,0,0,15695
218673862,2005.08158,Optimizing for the Future in Non-Stationary MDPs,"[{'authorId': '2232505', 'name': 'Yash Chandak'}, {'authorId': '1709005', 'name': 'Georgios Theocharous'}, {'authorId': '47583909', 'name': 'Shiv Shankar'}, {'authorId': '1850503', 'name': 'S. Mahadevan'}, {'authorId': '144542337', 'name': 'Martha White'}, {'authorId': '143640165', 'name': 'P. Thomas'}]",Optimizing for the Future in Non-Stationary MDPs,2020,International Conference on Machine Learning,52,78,5,125,74,51,NimbusRomNo9L,23,3,16,8,0,2,13880
247595112,2203.11086,Overcoming Oscillations in Quantization-Aware Training,"[{'authorId': '41229153', 'name': 'Markus Nagel'}, {'authorId': '2090358941', 'name': 'Marios Fournarakis'}, {'authorId': '2112207572', 'name': 'Yelysei Bondarenko'}, {'authorId': '83133279', 'name': 'Tijmen Blankevoort'}]",Overcoming Oscillations in Quantization-Aware Training,2022,International Conference on Machine Learning,50,39,3,75,22,18,NimbusRomNo9L,13,6,7,13,2,0,8362
209405420,1912.08777,PEGASUS: Pre-training with Extracted Gap-sentences for Abstractive Summarization,"[{'authorId': '47540100', 'name': 'Jingqing Zhang'}, {'authorId': '2143397386', 'name': 'Yao Zhao'}, {'authorId': '144413479', 'name': 'Mohammad Saleh'}, {'authorId': '35025299', 'name': 'Peter J. Liu'}]",PEGASUS Pre-training with Extracted Gap-sentences for Abstractive Summarization,2019,International Conference on Machine Learning,1616,58,363,138,0,35,NimbusRomNo9L,55,9,18,8,3,86,54930
59599816,1902.00751,Parameter-Efficient Transfer Learning for NLP,"[{'authorId': '2815290', 'name': 'N. Houlsby'}, {'authorId': '1911881', 'name': 'A. Giurgiu'}, {'authorId': '40569328', 'name': 'Stanislaw Jastrzebski'}, {'authorId': '68973833', 'name': 'Bruna Morrone'}, {'authorId': '51985388', 'name': 'Quentin de Laroussilhe'}, {'authorId': '2813347', 'name': 'Andrea Gesmundo'}, {'authorId': '2809991', 'name': 'Mona Attariyan'}, {'authorId': '1802148', 'name': 'S. Gelly'}]",Parameter-Efficient Transfer Learning for NLP,2019,International Conference on Machine Learning,2629,57,519,0,0,0,NimbusRomNo9L,13,0,0,0,1,0,8222
46985193,1806.02639,Path-Level Network Transformation for Efficient Architecture Search,"[{'authorId': '145834074', 'name': 'Han Cai'}, {'authorId': '2141054362', 'name': 'Jiacheng Yang'}, {'authorId': '2108309275', 'name': 'Weinan Zhang'}, {'authorId': '143840275', 'name': 'Song Han'}, {'authorId': '1811427', 'name': 'Yong Yu'}]",Path-Level Network Transformation for Efficient Architecture Search,2018,International Conference on Machine Learning,196,44,27,121,8,30,CMMI10,12,0,9,12,0,6,8005
143423814,1905.00709,"Phase transition in PCA with missing data: Reduced signal-to-noise ratio, not sample size!","[{'authorId': '52042350', 'name': 'Niels Bruun Ipsen'}, {'authorId': '2280917429', 'name': 'L. K. Hansen'}]",Phase transition in PCA with missing data Reduced signal-to-noise ratio not sample size,2019,International Conference on Machine Learning,3,31,0,38,85,19,NimbusRomNo9L,9,0,8,1,0,0,6516
59553622,1902.00255,Policy Consolidation for Continual Reinforcement Learning,"[{'authorId': '11596459', 'name': 'Christos Kaplanis'}, {'authorId': '1757629', 'name': 'M. Shanahan'}, {'authorId': '2388737', 'name': 'C. Clopath'}]",Policy Consolidation for Continual Reinforcement Learning,2019,International Conference on Machine Learning,39,35,2,56,26,33,Unknown,13,0,10,11,7,2,8188
246430623,2105.09557,Power-Law Escape Rate of SGD,"[{'authorId': '49391602', 'name': 'Takashi Mori'}, {'authorId': '12907562', 'name': 'Liu Ziyin'}, {'authorId': '1471031355', 'name': 'Kangqiao Liu'}, {'authorId': '144365686', 'name': 'Masakuni Ueda'}]",Power-Law Escape Rate of SGD,2021,International Conference on Machine Learning,11,47,1,102,91,28,CMR10,25,0,11,7,2,0,9986
235358143,2106.02796,Principal Bit Analysis: Autoencoding with Schur-Concave Loss,"[{'authorId': '12163241', 'name': 'Sourbh Bhadane'}, {'authorId': '145606712', 'name': 'Aaron B. Wagner'}, {'authorId': '2595479', 'name': 'Jayadev Acharya'}]",Principal Bit Analysis Autoencoding with Schur-Concave Loss,2021,International Conference on Machine Learning,1,62,0,34,119,58,Utopia,24,0,5,6,0,2,9725
216080395,2004.10941,Private Query Release Assisted by Public Data,"[{'authorId': '1679638', 'name': 'Raef Bassily'}, {'authorId': '30130681', 'name': 'Albert Cheu'}, {'authorId': '36415145', 'name': 'S. Moran'}, {'authorId': '2064112803', 'name': 'Aleksandar Nikolov'}, {'authorId': '5171324', 'name': 'Jonathan Ullman'}, {'authorId': '1768074', 'name': 'Zhiwei Steven Wu'}]",Private Query Release Assisted by Public Data,2020,International Conference on Machine Learning,40,24,0,44,21,3,URWPalladioL,13,6,5,6,0,0,6894
238583689,2110.05323,"ProgFed: Effective, Communication, and Computation Efficient Federated Learning by Progressive Training","[{'authorId': '2108911196', 'name': 'Hui-Po Wang'}, {'authorId': '2127057', 'name': 'Sebastian U. Stich'}, {'authorId': '48479348', 'name': 'Yang He'}, {'authorId': '1739548', 'name': 'Mario Fritz'}]",ProgFed Effective Communication and Computation Efficient Federated Learning by Progressive Training,2021,International Conference on Machine Learning,29,64,4,0,0,0,NimbusRomNo9L,21,0,1,0,0,0,10701
67856090,1902.10644,Provable Guarantees for Gradient-Based Meta-Learning,"[{'authorId': '10398264', 'name': 'M. Khodak'}, {'authorId': '1745410', 'name': 'Maria-Florina Balcan'}, {'authorId': '145532827', 'name': 'Ameet Talwalkar'}]",Provable Guarantees for Gradient-Based Meta-Learning,2019,International Conference on Machine Learning,135,56,14,114,46,45,NimbusRomNo9L,25,0,10,18,0,0,15365
253107555,2210.13512,Provably Learning Diverse Features in Multi-View Data with Midpoint Mixup,"[{'authorId': '2065619709', 'name': 'Muthuraman Chidambaram'}, {'authorId': '2144799011', 'name': 'Xiang Wang'}, {'authorId': '2277966', 'name': 'Chenwei Wu'}, {'authorId': '144804200', 'name': 'Rong Ge'}]",Provably Learning Diverse Features in Multi-View Data with Midpoint Mixup,2022,International Conference on Machine Learning,5,53,0,92,216,8,NimbusRomNo9L,37,0,10,12,0,2,22327
249953896,2206.11844,Quant-BnB: A Scalable Branch-and-Bound Method for Optimal Decision Trees with Continuous Features,"[{'authorId': '48912652', 'name': 'R. Mazumder'}, {'authorId': '4444470', 'name': 'X. Meng'}, {'authorId': '46506087', 'name': 'Haoyue Wang'}]",Quant-BnB A Scalable Branch-and-Bound Method for Optimal Decision Trees with Continuous Features,2022,International Conference on Machine Learning,9,31,1,52,208,10,CMR10,31,0,12,26,0,14,13721
222125002,2010.01039,Query complexity of adversarial attacks,"[{'authorId': '2062822926', 'name': 'Grzegorz Gluch'}, {'authorId': '1727633', 'name': 'R. Urbanke'}]",Query complexity of adversarial attacks,2020,International Conference on Machine Learning,4,44,0,75,31,3,NimbusRomNo9L,32,8,11,2,2,2,19075
150373935,1905.03826,Random Function Priors for Correlation Modeling,"[{'authorId': '2852051', 'name': 'Aonan Zhang'}, {'authorId': '143855009', 'name': 'J. Paisley'}]",Random Function Priors for Correlation Modeling,2019,International Conference on Machine Learning,1,59,0,103,70,25,NimbusRomNo9L,13,0,9,16,7,12,8592
72940961,1903.03571,Rates of Convergence for Sparse Variational Gaussian Process Regression,"[{'authorId': '2060175778', 'name': 'David R. Burt'}, {'authorId': '3472959', 'name': 'C. Rasmussen'}, {'authorId': '33567216', 'name': 'Mark van der Wilk'}]",Rates of Convergence for Sparse Variational Gaussian Process Regression,2019,International Conference on Machine Learning,137,43,21,103,118,12,CMSY10,15,1,14,27,0,2,10044
221082363,2008.06738,Reducing Sampling Error in Batch Temporal Difference Learning,"[{'authorId': '137071348', 'name': 'Brahma S. Pavse'}, {'authorId': '9571638', 'name': 'Ishan Durugkar'}, {'authorId': '34719248', 'name': 'Josiah P. Hanna'}, {'authorId': '144848112', 'name': 'P. Stone'}]",Reducing Sampling Error in Batch Temporal Difference Learning,2020,International Conference on Machine Learning,12,46,1,105,86,58,NimbusRomNo9L,29,1,15,20,19,0,16174
220055519,2006.14389,Reinforcement Learning for Non-Stationary Markov Decision Processes: The Blessing of (More) Optimism,"[{'authorId': '145234267', 'name': 'Wang Chi Cheung'}, {'authorId': '1397221034', 'name': 'D. Simchi-Levi'}, {'authorId': '1980685', 'name': 'Ruihao Zhu'}]",Reinforcement Learning for Non-Stationary Markov Decision Processes The Blessing of More Optimism,2020,International Conference on Machine Learning,76,75,7,184,148,12,NimbusRomNo9L,28,0,14,25,3,2,17175
232135098,2103.03399,Representation Matters: Assessing the Importance of Subgroup Allocations in Training Data,"[{'authorId': '144322309', 'name': 'Esther Rolf'}, {'authorId': '2052021675', 'name': 'Theodora Worledge'}, {'authorId': '9229182', 'name': 'B. Recht'}, {'authorId': '123333909', 'name': 'Michael I. Jordan'}]",Representation Matters Assessing the Importance of Subgroup Allocations in Training Data,2021,International Conference on Machine Learning,20,54,3,5,0,0,SFRM1000,31,0,10,3,0,0,18424
59158898,1901.07821,Rethinking Lossy Compression: The Rate-Distortion-Perception Tradeoff,"[{'authorId': '8347541', 'name': 'Yochai Blau'}, {'authorId': '1880407', 'name': 'T. Michaeli'}]",Rethinking Lossy Compression The Rate-Distortion-Perception Tradeoff,2019,International Conference on Machine Learning,200,58,29,0,0,0,NimbusRomNo9L,21,0,1,0,0,0,11995
211204852,2002.08473,Revisiting Training Strategies and Generalization Performance in Deep Metric Learning,"[{'authorId': '77340962', 'name': 'Karsten Roth'}, {'authorId': '3334896', 'name': 'Timo Milbich'}, {'authorId': '89140693', 'name': 'Samarth Sinha'}, {'authorId': '1571223116', 'name': 'Prateek Gupta'}, {'authorId': '49207102', 'name': 'B. Ommer'}, {'authorId': '40061310', 'name': 'Joseph Paul Cohen'}]",Revisiting Training Strategies and Generalization Performance in Deep Metric Learning,2020,International Conference on Machine Learning,147,76,24,118,0,15,NimbusRomNo9L,26,1,8,8,0,2,16457
67855372,1902.10660,Robust Decision Trees Against Adversarial Examples,"[{'authorId': '2108270137', 'name': 'Hongge Chen'}, {'authorId': '49723481', 'name': 'Huan Zhang'}, {'authorId': '2766041', 'name': 'D. Boning'}, {'authorId': '1793529', 'name': 'Cho-Jui Hsieh'}]",Robust Decision Trees Against Adversarial Examples,2019,International Conference on Machine Learning,99,50,22,0,0,0,NimbusRomNo9L,16,0,1,0,0,0,11766
249889318,2206.10588,Robust SDE-Based Variational Formulations for Solving Linear PDEs via Deep Learning,"[{'authorId': '117740823', 'name': 'Lorenz Richter'}, {'authorId': '51444550', 'name': 'Julius Berner'}]",Robust SDE-Based Variational Formulations for Solving Linear PDEs via Deep Learning,2022,International Conference on Machine Learning,10,49,0,112,222,45,NimbusRomNo9L,18,0,12,8,0,2,13104
3545004,1802.09098,SAFFRON: an adaptive algorithm for online control of the false discovery rate,"[{'authorId': '2556942', 'name': 'Aaditya Ramdas'}, {'authorId': '7830023', 'name': 'Tijana Zrnic'}, {'authorId': '1721860', 'name': 'M. Wainwright'}, {'authorId': '1694621', 'name': 'Michael I. Jordan'}]",SAFFRON an adaptive algorithm for online control of the false discovery rate,2018,International Conference on Machine Learning,48,15,8,48,62,65,Unknown,19,0,6,14,0,0,9523
249210071,2205.15875,SOM-CPC: Unsupervised Contrastive Learning with Self-Organizing Maps for Structured Representations of High-Rate Time Series,"[{'authorId': '1389566039', 'name': 'Iris A. M. Huijben'}, {'authorId': '2167149172', 'name': 'Arthur A. Nijdam'}, {'authorId': '1906381', 'name': 'S. Overeem'}, {'authorId': '4687157', 'name': 'M. V. Gilst'}, {'authorId': '2269460845', 'name': 'Ruud J. G. van Sloun'}]",SOM-CPC Unsupervised Contrastive Learning with Self-Organizing Maps for Structured Representations of High-Rate Time Series,2022,International Conference on Machine Learning,3,39,1,41,77,9,NimbusRomNo9L,21,0,1,5,7,12,14513
235826213,2012.10794,Sample Complexity of Adversarially Robust Linear Classification on Separated Data,"[{'authorId': '84169327', 'name': 'Robi Bhattacharjee'}, {'authorId': '1680133', 'name': 'S. Jha'}, {'authorId': '38120884', 'name': 'Kamalika Chaudhuri'}]",Sample Complexity of Adversarially Robust Linear Classification on Separated Data,2020,International Conference on Machine Learning,7,33,0,46,90,10,NimbusRomNo9L,34,18,9,13,7,0,20252
249712361,2206.08366,Scalable First-Order Bayesian Optimization via Structured Automatic Differentiation,"[{'authorId': '5966892', 'name': 'Sebastian Ament'}, {'authorId': '2064532325', 'name': 'Carla P. Gomes'}]",Scalable First-Order Bayesian Optimization via Structured Automatic Differentiation,2022,International Conference on Machine Learning,5,77,0,189,60,17,NimbusRomNo9L,17,30,12,7,0,2,11311
235196083,2105.12245,Scaling Properties of Deep Residual Networks,"[{'authorId': '2087040780', 'name': 'A. Cohen'}, {'authorId': '1749129', 'name': 'R. Cont'}, {'authorId': '2071426839', 'name': 'Alain Rossier'}, {'authorId': '81216601', 'name': 'Renyuan Xu'}]",Scaling Properties of Deep Residual Networks,2021,International Conference on Machine Learning,13,34,3,0,0,0,NimbusRomNo9L,20,0,0,0,0,0,12417
59316904,1901.09192,SelectiveNet: A Deep Neural Network with an Integrated Reject Option,"[{'authorId': '16082116', 'name': 'Yonatan Geifman'}, {'authorId': '1387872181', 'name': 'Ran El-Yaniv'}]",SelectiveNet A Deep Neural Network with an Integrated Reject Option,2019,International Conference on Machine Learning,261,30,44,38,8,12,NimbusRomNo9L,10,0,10,9,0,12,5973
235367971,2106.04060,Self-supervised and Supervised Joint Training for Resource-rich Machine Translation,"[{'authorId': '145161801', 'name': 'Yong Cheng'}, {'authorId': '2158624629', 'name': 'Wei Wang'}, {'authorId': '39978626', 'name': 'Lu Jiang'}, {'authorId': '3153147', 'name': 'Wolfgang Macherey'}]",Self-supervised and Supervised Joint Training for Resource-rich Machine Translation,2021,International Conference on Machine Learning,12,49,0,127,24,13,NimbusRomNo9L,12,0,10,10,0,14,8103
202888541,1909.12064,Set Functions for Time Series,"[{'authorId': '144122244', 'name': 'Max Horn'}, {'authorId': '1557487144', 'name': 'Michael Moor'}, {'authorId': '1491231041', 'name': 'Christian Bock'}, {'authorId': '2208337', 'name': 'Bastian Alexander Rieck'}, {'authorId': '1704422', 'name': 'Karsten M. Borgwardt'}]",Set Functions for Time Series,2019,International Conference on Machine Learning,101,48,29,130,14,11,NimbusRomNo9L,15,24,6,12,1,14,11403
220250592,2006.15353,SimGANs: Simulator-Based Generative Adversarial Networks for ECG Synthesis to Improve Deep ECG Classification,"[{'authorId': '81842808', 'name': 'Tomer Golany'}, {'authorId': '145091933', 'name': 'D. Freedman'}, {'authorId': '2357385', 'name': 'Kira Radinsky'}]",SimGANs Simulator-Based Generative Adversarial Networks for ECG Synthesis to Improve Deep ECG Classification,2020,International Conference on Machine Learning,53,43,7,64,42,15,NimbusRomNo9L,10,0,8,5,0,4,7624
248178214,2204.06653,Sketching Algorithms and Lower Bounds for Ridge Regression,"[{'authorId': '1471876925', 'name': 'Praneeth Kacham'}, {'authorId': '143982862', 'name': 'David P. Woodruff'}]",Sketching Algorithms and Lower Bounds for Ridge Regression,2022,International Conference on Machine Learning,6,22,1,0,0,0,SourceSerifPro,21,0,0,0,0,0,12295
233210102,2104.05168,Soft then Hard: Rethinking the Quantization in Neural Image Compression,"[{'authorId': '151268589', 'name': 'Zongyu Guo'}, {'authorId': '1486397342', 'name': 'Zhizheng Zhang'}, {'authorId': '1641475500', 'name': 'Runsen Feng'}, {'authorId': '31482866', 'name': 'Zhibo Chen'}]",Soft then Hard Rethinking the Quantization in Neural Image Compression,2021,International Conference on Machine Learning,56,48,3,102,43,66,NimbusRomNo9L,16,0,12,13,0,6,8579
3652390,1802.04223,SparseMAP: Differentiable Sparse Structured Inference,"[{'authorId': '2114966', 'name': 'Vlad Niculae'}, {'authorId': '145644643', 'name': 'André F. T. Martins'}, {'authorId': '27257992', 'name': 'Mathieu Blondel'}, {'authorId': '1748501', 'name': 'Claire Cardie'}]",SparseMAP Differentiable Sparse Structured Inference,2018,International Conference on Machine Learning,111,74,6,182,96,15,NimbusRomNo9L,14,9,11,9,0,4,8830
235632013,2106.14342,Stabilizing Equilibrium Models by Jacobian Regularization,"[{'authorId': '35836381', 'name': 'Shaojie Bai'}, {'authorId': '145231047', 'name': 'V. Koltun'}, {'authorId': '145116464', 'name': 'J. Z. Kolter'}]",Stabilizing Equilibrium Models by Jacobian Regularization,2021,International Conference on Machine Learning,44,60,9,235,13,37,CMR10,16,0,8,22,0,10,11353
246411711,2106.13863,Steerable 3D Spherical Neurons,"[{'authorId': '2067342120', 'name': 'Pavlo Melnyk'}, {'authorId': '2228323', 'name': 'M. Felsberg'}, {'authorId': '2463049', 'name': 'Mårten Wadenbäck'}]",Steerable 3D Spherical Neurons,2021,International Conference on Machine Learning,3,36,0,126,49,23,NimbusRomNo9L,10,2,7,13,0,4,7503
211252522,2002.09219,Stochastic Latent Residual Video Prediction,"[{'authorId': '35622441', 'name': 'Jean-Yves Franceschi'}, {'authorId': '32278921', 'name': 'E. Delasalles'}, {'authorId': '8408521', 'name': 'Mickaël Chen'}, {'authorId': '1782552', 'name': 'S. Lamprier'}, {'authorId': '1741426', 'name': 'P. Gallinari'}]",Stochastic Latent Residual Video Prediction,2020,International Conference on Machine Learning,132,94,12,206,46,3,NimbusRomNo9L,30,19,14,18,0,0,14591
232013502,2102.11592,Strategic Classification in the Dark,"[{'authorId': '3402720', 'name': 'Ganesh Ghalme'}, {'authorId': '50490499', 'name': 'V. Nair'}, {'authorId': '2051415542', 'name': 'Itay Eilat'}, {'authorId': '1404997778', 'name': 'Inbal Talgam-Cohen'}, {'authorId': '3138200', 'name': 'Nir Rosenfeld'}]",Strategic Classification in the Dark,2021,International Conference on Machine Learning,40,21,0,41,6,10,SFRM1095,24,0,4,2,0,0,11907
3522594,1802.08311,Structured Control Nets for Deep Reinforcement Learning,"[{'authorId': '46598247', 'name': 'Mario Srouji'}, {'authorId': None, 'name': 'Jian Zhang'}, {'authorId': '145124475', 'name': 'R. Salakhutdinov'}]",Structured Control Nets for Deep Reinforcement Learning,2018,International Conference on Machine Learning,42,32,3,79,14,34,NimbusRomNo9L,12,0,10,9,1,6,5713
235743096,2107.02743,Submodular Order Functions and Assortment Optimization,"[{'authorId': '2207951', 'name': 'R. Udwani'}]",Submodular Order Functions and Assortment Optimization,2021,International Conference on Machine Learning,9,69,2,80,162,0,CMR10,49,0,11,15,11,4,23020
250360833,2207.04612,"Synergy and Symmetry in Deep Learning: Interactions between the Data, Model, and Inference Algorithm","[{'authorId': '50819275', 'name': 'Lechao Xiao'}, {'authorId': '143845796', 'name': 'Jeffrey Pennington'}]",Synergy and Symmetry in Deep Learning Interactions between the Data Model and Inference Algorithm,2022,International Conference on Machine Learning,9,86,0,199,50,54,NimbusRomNo9L,23,15,14,16,0,0,12866
53080508,1810.11187,TarMAC: Targeted Multi-Agent Communication,"[{'authorId': '2313517', 'name': 'Abhishek Das'}, {'authorId': '81588783', 'name': 'Théophile Gervet'}, {'authorId': '8365320', 'name': 'Joshua Romoff'}, {'authorId': '1746610', 'name': 'Dhruv Batra'}, {'authorId': '153432684', 'name': 'Devi Parikh'}, {'authorId': '2066127975', 'name': 'Michael G. Rabbat'}, {'authorId': '145134886', 'name': 'Joelle Pineau'}]",TarMAC Targeted Multi-Agent Communication,2018,International Conference on Machine Learning,309,27,50,0,0,0,NimbusRomNo9L,9,0,0,0,0,0,6232
51873592,2005.06462,Temporal Poisson Square Root Graphical Models,"[{'authorId': '29824845', 'name': 'Sinong Geng'}, {'authorId': '3431263', 'name': 'Zhaobin Kuang'}, {'authorId': '7584224', 'name': 'P. Peissig'}, {'authorId': '144334798', 'name': 'David Page'}]",Temporal Poisson Square Root Graphical Models,2018,International Conference on Machine Learning,13,40,0,84,130,13,NimbusRomNo9L,17,0,8,16,8,0,10857
203591671,1909.12830,The Differentiable Cross-Entropy Method,"[{'authorId': '1773498', 'name': 'Brandon Amos'}, {'authorId': '13759615', 'name': 'Denis Yarats'}]",The Differentiable Cross-Entropy Method,2019,International Conference on Machine Learning,49,111,5,172,33,34,NimbusRomNo9L,17,0,10,8,2,0,11513
211572620,2002.12915,The Implicit and Explicit Regularization Effects of Dropout,"[{'authorId': '3460405', 'name': 'Colin Wei'}, {'authorId': '144695232', 'name': 'S. Kakade'}, {'authorId': '1901958', 'name': 'Tengyu Ma'}]",The Implicit and Explicit Regularization Effects of Dropout,2020,International Conference on Machine Learning,102,77,6,0,0,0,SFRM1000,32,0,0,0,0,0,14779
249890186,2206.10369,The State of Sparse Training in Deep Reinforcement Learning,"[{'authorId': '30131402', 'name': 'L. Graesser'}, {'authorId': '3399348', 'name': 'Utku Evci'}, {'authorId': '152585800', 'name': 'Erich Elsen'}, {'authorId': '39163115', 'name': 'P. S. Castro'}]",The State of Sparse Training in Deep Reinforcement Learning,2022,International Conference on Machine Learning,18,77,5,160,4,134,Unknown,27,20,16,6,0,18,13436
2072669,1801.00393,Theoretical Analysis of Sparse Subspace Clustering with Missing Entries,"[{'authorId': '2900173', 'name': 'M. Tsakiris'}, {'authorId': '144020730', 'name': 'R. Vidal'}]",Theoretical Analysis of Sparse Subspace Clustering with Missing Entries,2018,International Conference on Machine Learning,25,44,0,56,188,3,NimbusRomNo9L,11,0,8,13,0,0,10086
3281926,1802.04537,Tighter Variational Bounds are Not Necessarily Better,"[{'authorId': '2358794', 'name': 'Tom Rainforth'}, {'authorId': '7497792', 'name': 'Adam R. Kosiorek'}, {'authorId': '2067951916', 'name': 'T. Le'}, {'authorId': '2772217', 'name': 'Chris J. Maddison'}, {'authorId': '27550002', 'name': 'Maximilian Igl'}, {'authorId': '144109143', 'name': 'Frank Wood'}, {'authorId': '1725303', 'name': 'Y. Teh'}]",Tighter Variational Bounds are Not Necessarily Better,2018,International Conference on Machine Learning,180,36,21,0,0,0,CMSY10,17,0,2,1,1,0,10386
235254049,2105.15134,Toward Understanding the Feature Learning Process of Self-supervised Contrastive Learning,"[{'authorId': '2051054583', 'name': 'Zixin Wen'}, {'authorId': '2110486765', 'name': 'Yuanzhi Li'}]",Toward Understanding the Feature Learning Process of Self-supervised Contrastive Learning,2021,International Conference on Machine Learning,101,61,6,46,377,12,CMR10,67,16,11,20,0,0,28875
246430965,2201.13415,Towards Scaling Difference Target Propagation by Learning Backprop Targets,"[{'authorId': '5904564', 'name': 'M. Ernoult'}, {'authorId': '1562094160', 'name': 'Fabrice Normandin'}, {'authorId': '32587693', 'name': 'A. Moudgil'}, {'authorId': '118221919', 'name': 'Sean Spinney'}, {'authorId': '2064781956', 'name': 'Eugene Belilovsky'}, {'authorId': '2109771', 'name': 'I. Rish'}, {'authorId': '38498866', 'name': 'B. Richards'}, {'authorId': '1865800402', 'name': 'Y. Bengio'}]",Towards Scaling Difference Target Propagation by Learning Backprop Targets,2022,International Conference on Machine Learning,18,30,5,53,80,15,NimbusRomNo9L,18,18,10,10,0,18,8906
235421224,2106.12491,Training Data Subset Selection for Regression with Controlled Generalization Error,"[{'authorId': '1485380858', 'name': 'D. Sivasubramanian'}, {'authorId': '145074006', 'name': 'Rishabh K. Iyer'}, {'authorId': '150114500', 'name': 'Ganesh Ramakrishnan'}, {'authorId': '152356803', 'name': 'A. De'}]",Training Data Subset Selection for Regression with Controlled Generalization Error,2021,International Conference on Machine Learning,18,51,1,0,0,0,CMMIB10,27,0,7,1,0,0,12733
51881964,1901.10964,Transfer in Deep Reinforcement Learning Using Successor Features and Generalised Policy Improvement,"[{'authorId': '143999673', 'name': 'André Barreto'}, {'authorId': '2311858', 'name': 'Diana Borsa'}, {'authorId': '34660073', 'name': 'John Quan'}, {'authorId': '1725157', 'name': 'T. Schaul'}, {'authorId': '145824029', 'name': 'David Silver'}, {'authorId': '39357484', 'name': 'Matteo Hessel'}, {'authorId': '3187297', 'name': 'D. Mankowitz'}, {'authorId': '40501144', 'name': 'Augustin Žídek'}, {'authorId': '1708654', 'name': 'R. Munos'}]",Transfer in Deep Reinforcement Learning Using Successor Features and Generalised Policy Improvement,2018,International Conference on Machine Learning,141,38,15,38,50,57,Unknown,19,0,11,12,0,0,11356
232168873,2103.05487,UnICORNN: A recurrent model for learning very long time dependencies,"[{'authorId': '67164720', 'name': 'T. Konstantin Rusch'}, {'authorId': '1767117', 'name': 'Siddhartha Mishra'}]",UnICORNN A recurrent model for learning very long time dependencies,2021,International Conference on Machine Learning,41,50,4,83,256,19,NimbusRomNo9L,25,10,11,8,0,16,15367
235667999,2102.05336,Understanding Instance-Level Label Noise: Disparate Impacts and Treatments,"[{'authorId': '2152799147', 'name': 'Yang Liu'}]",Understanding Instance-Level Label Noise Disparate Impacts and Treatments,2021,International Conference on Machine Learning,25,40,1,0,4,0,NimbusRomNo9L,20,0,5,0,0,0,12662
52946942,1810.03611,Understanding the Origins of Bias in Word Embeddings,"[{'authorId': '16233775', 'name': 'Marc-Etienne Brunet'}, {'authorId': '1411418984', 'name': 'Colleen Alkalay-Houlihan'}, {'authorId': '32071555', 'name': 'Ashton Anderson'}, {'authorId': '1804104', 'name': 'R. Zemel'}]",Understanding the Origins of Bias in Word Embeddings,2018,International Conference on Machine Learning,162,29,6,35,70,37,NimbusRomNo9L,18,1,13,10,0,10,9422
211132835,2002.06753,Unraveling Meta-Learning: Understanding Feature Representations for Few-Shot Tasks,"[{'authorId': '121592562', 'name': 'Micah Goldblum'}, {'authorId': '145653742', 'name': 'Steven Reich'}, {'authorId': '120165773', 'name': 'Liam H. Fowl'}, {'authorId': '3434279', 'name': 'Renkun Ni'}, {'authorId': '1471176143', 'name': 'Valeriia Cherepanova'}, {'authorId': '1962083', 'name': 'T. Goldstein'}]",Unraveling Meta-Learning Understanding Feature Representations for Few-Shot Tasks,2020,International Conference on Machine Learning,64,26,5,38,8,12,NimbusRomNo9L,13,0,9,15,0,22,7844
235755060,2107.03182,Urban Tree Species Classification Using Aerial Imagery,"[{'authorId': '80267669', 'name': 'Emily Waters'}, {'authorId': '21692727', 'name': 'Mahdi Maktabdar Oghaz'}, {'authorId': '1738685083', 'name': 'Lakshmi Babu Saheer'}]",Urban Tree Species Classification Using Aerial Imagery,2021,International Conference on Machine Learning,2,26,0,19,4,9,NimbusRomNo9L,6,0,7,0,0,6,3821
