,referencecount,abstract_length,acronym_presence,content_references,equations,figures,pages,paragraphs,sections,subsections,subsubsections,tables,title_length,words,referencecount_per_page,figures_tables_per_page,equations_per_page,subsections_per_page,citationcount
2037,56,216,False,162,140,8,18,1,8,9,0,4,48,10282,3.111111111111111,0.6666666666666666,7.777777777777778,0.5,7
2038,30,137,False,39,32,7,17,7,6,7,5,4,55,11435,1.7647058823529411,0.6470588235294118,1.8823529411764706,0.4117647058823529,29
2039,107,206,False,77,147,149,37,0,10,32,0,2,22,22369,2.891891891891892,4.081081081081081,3.972972972972973,0.8648648648648649,4
2042,64,1,False,86,137,4,43,0,11,16,8,4,61,25139,1.4883720930232558,0.18604651162790697,3.186046511627907,0.37209302325581395,3
2043,53,161,False,72,78,15,19,0,10,10,0,2,39,11032,2.789473684210526,0.8947368421052632,4.105263157894737,0.5263157894736842,185
2044,57,154,False,165,22,9,12,0,7,11,6,10,58,8740,4.75,1.5833333333333333,1.8333333333333333,0.9166666666666666,6
2045,30,130,False,64,468,25,22,0,12,22,7,2,51,9473,1.3636363636363635,1.2272727272727273,21.272727272727273,1.0,8
2046,47,151,False,129,8,3,11,1,6,7,0,4,70,7908,4.2727272727272725,0.6363636363636364,0.7272727272727273,0.6363636363636364,43
2047,34,185,False,52,6,22,12,0,9,5,0,2,79,7941,2.8333333333333335,2.0,0.5,0.4166666666666667,137
2048,70,163,False,195,129,23,22,19,9,22,0,30,45,13812,3.1818181818181817,2.409090909090909,5.863636363636363,1.0,214
2049,39,130,False,35,32,38,10,0,7,7,0,2,60,6376,3.9,4.0,3.2,0.7,48
2050,40,198,False,73,164,5,32,13,11,13,0,2,77,15254,1.25,0.21875,5.125,0.40625,8
2053,38,141,False,71,4,36,19,1,11,21,2,18,62,12449,2.0,2.8421052631578947,0.21052631578947367,1.105263157894737,112
2054,56,218,False,139,76,11,34,1,8,12,0,0,63,19342,1.6470588235294117,0.3235294117647059,2.235294117647059,0.35294117647058826,23
2055,45,181,False,79,12,18,13,0,9,7,0,14,62,8650,3.4615384615384617,2.4615384615384617,0.9230769230769231,0.5384615384615384,5
2057,70,164,False,126,18,59,19,0,21,17,6,14,70,10593,3.6842105263157894,3.8421052631578947,0.9473684210526315,0.8947368421052632,179
2058,63,162,False,348,1134,14,62,6,25,20,0,4,85,30988,1.0161290322580645,0.2903225806451613,18.29032258064516,0.3225806451612903,2
2059,42,202,False,114,28,28,15,0,22,27,6,28,87,10088,2.8,3.7333333333333334,1.8666666666666667,1.8,1
2060,54,182,False,99,147,22,24,6,11,17,0,4,81,14801,2.25,1.0833333333333333,6.125,0.7083333333333334,11
2061,47,135,False,33,68,51,23,17,11,6,0,12,57,11505,2.0434782608695654,2.739130434782609,2.9565217391304346,0.2608695652173913,8
2062,33,2,False,60,63,33,18,0,8,14,0,0,59,9183,1.8333333333333333,1.8333333333333333,3.5,0.7777777777777778,483
2063,28,96,False,92,57,28,30,29,15,7,0,0,78,11594,0.9333333333333333,0.9333333333333333,1.9,0.23333333333333334,37
2064,87,183,False,44,13,10,25,16,8,16,0,0,59,13851,3.48,0.4,0.52,0.64,31
2067,58,147,True,133,118,22,20,25,13,1,0,0,63,11557,2.9,1.1,5.9,0.05,21
2068,55,153,False,106,26,11,20,0,15,18,0,16,72,13376,2.75,1.35,1.3,0.9,4
2069,61,105,False,77,114,100,43,16,19,15,3,0,109,12913,1.4186046511627908,2.3255813953488373,2.6511627906976742,0.3488372093023256,67
2070,38,290,False,26,123,13,23,0,5,12,2,0,62,9764,1.6521739130434783,0.5652173913043478,5.3478260869565215,0.5217391304347826,14
2071,69,139,True,121,82,21,16,0,11,19,0,8,71,11930,4.3125,1.8125,5.125,1.1875,24
2072,45,188,False,121,274,0,16,1,11,14,0,0,59,11555,2.8125,0.0,17.125,0.875,8
2073,48,150,False,57,118,18,21,0,11,8,0,0,74,11926,2.2857142857142856,0.8571428571428571,5.619047619047619,0.38095238095238093,7
2074,44,151,False,78,22,22,13,0,11,9,2,0,82,9613,3.3846153846153846,1.6923076923076923,1.6923076923076923,0.6923076923076923,28
2075,54,170,False,74,42,21,21,0,21,19,3,26,79,11044,2.5714285714285716,2.238095238095238,2.0,0.9047619047619048,1
2076,48,145,False,35,223,61,33,0,10,21,0,4,120,15452,1.4545454545454546,1.9696969696969697,6.757575757575758,0.6363636363636364,59
2077,81,144,False,350,187,77,25,38,28,39,6,14,77,14622,3.24,3.64,7.48,1.56,112
2078,64,183,False,88,48,24,17,6,16,8,0,4,41,11963,3.764705882352941,1.6470588235294117,2.823529411764706,0.47058823529411764,82
2079,39,177,False,88,34,90,19,14,13,10,0,6,52,11177,2.0526315789473686,5.052631578947368,1.7894736842105263,0.5263157894736842,5
2080,44,175,False,88,8,31,11,0,5,6,10,10,58,8189,4.0,3.727272727272727,0.7272727272727273,0.5454545454545454,59
2081,43,1,False,52,2,6,13,0,10,5,0,14,64,8233,3.3076923076923075,1.5384615384615385,0.15384615384615385,0.38461538461538464,11
2082,70,183,False,178,152,12,17,2,36,22,0,12,48,10873,4.117647058823529,1.411764705882353,8.941176470588236,1.2941176470588236,21
2083,22,89,False,79,84,27,18,6,9,7,5,2,75,9874,1.2222222222222223,1.6111111111111112,4.666666666666667,0.3888888888888889,2
2084,53,121,False,75,184,0,35,0,9,20,0,0,95,15045,1.5142857142857142,0.0,5.257142857142857,0.5714285714285714,40
2085,54,156,False,132,40,38,18,0,16,23,9,22,70,11880,3.0,3.3333333333333335,2.2222222222222223,1.2777777777777777,21
2086,63,155,False,136,74,38,25,8,15,29,1,4,56,19449,2.52,1.68,2.96,1.16,30
2087,24,92,False,33,62,44,9,0,6,11,0,2,73,5428,2.6666666666666665,5.111111111111111,6.888888888888889,1.2222222222222223,8
2088,63,268,False,79,22,26,27,10,8,16,5,4,60,12266,2.3333333333333335,1.1111111111111112,0.8148148148148148,0.5925925925925926,7
2089,29,152,False,50,20,27,20,3,8,5,0,4,54,7792,1.45,1.55,1.0,0.25,19
2090,71,144,False,186,166,27,21,0,8,4,0,10,72,17658,3.380952380952381,1.7619047619047619,7.904761904761905,0.19047619047619047,16
2091,43,134,False,67,10,18,13,0,7,15,8,14,77,8056,3.3076923076923075,2.4615384615384617,0.7692307692307693,1.1538461538461537,1
2094,61,185,True,145,507,52,44,0,16,13,14,16,98,24156,1.3863636363636365,1.5454545454545454,11.522727272727273,0.29545454545454547,13
2095,35,114,False,129,194,0,21,8,12,11,0,0,90,12499,1.6666666666666667,0.0,9.238095238095237,0.5238095238095238,84
2096,50,1,False,166,109,8,23,16,10,7,0,8,58,13175,2.1739130434782608,0.6956521739130435,4.739130434782608,0.30434782608695654,61
2097,54,193,False,90,14,57,18,0,7,13,0,0,61,11766,3.0,3.1666666666666665,0.7777777777777778,0.7222222222222222,71
2098,33,225,False,51,36,10,11,7,13,5,0,0,72,7565,3.0,0.9090909090909091,3.272727272727273,0.45454545454545453,9
2099,74,174,False,72,56,3,13,2,9,10,0,6,106,8934,5.6923076923076925,0.6923076923076923,4.3076923076923075,0.7692307692307693,11
2101,27,127,False,94,64,27,13,12,10,9,0,4,56,7623,2.076923076923077,2.3846153846153846,4.923076923076923,0.6923076923076923,18
2102,39,192,False,104,24,10,13,0,8,10,5,14,50,8770,3.0,1.8461538461538463,1.8461538461538463,0.7692307692307693,8
2104,57,210,False,32,38,39,15,0,7,10,4,2,84,8762,3.8,2.7333333333333334,2.533333333333333,0.6666666666666666,2
2105,34,152,False,49,99,32,25,17,8,9,2,6,55,14202,1.36,1.52,3.96,0.36,7
2106,53,223,False,160,67,4,27,1,5,6,0,0,59,15578,1.962962962962963,0.14814814814814814,2.4814814814814814,0.2222222222222222,29
2107,47,191,True,94,336,74,42,0,11,19,8,12,62,22589,1.119047619047619,2.0476190476190474,8.0,0.4523809523809524,90
2109,67,181,False,61,256,6,33,2,9,19,0,6,34,19130,2.0303030303030303,0.36363636363636365,7.757575757575758,0.5757575757575758,2
2110,77,238,False,96,106,205,38,0,16,12,0,14,87,12935,2.026315789473684,5.7631578947368425,2.789473684210526,0.3157894736842105,4
2111,44,98,False,33,33,6,23,1,8,13,5,28,48,13351,1.9130434782608696,1.4782608695652173,1.434782608695652,0.5652173913043478,11
2112,25,198,False,43,8,45,12,2,15,14,0,0,53,8148,2.0833333333333335,3.75,0.6666666666666666,1.1666666666666667,68
2113,36,216,False,84,6,27,14,0,11,9,0,40,27,7125,2.5714285714285716,4.785714285714286,0.42857142857142855,0.6428571428571429,21
2114,66,194,False,112,10,18,14,0,10,12,0,10,79,8859,4.714285714285714,2.0,0.7142857142857143,0.8571428571428571,18
2115,102,70,False,265,88,54,28,0,14,19,0,22,52,16158,3.642857142857143,2.7142857142857144,3.142857142857143,0.6785714285714286,53
2116,47,189,False,120,129,10,31,4,15,12,4,2,66,11801,1.5161290322580645,0.3870967741935484,4.161290322580645,0.3870967741935484,42
2117,63,170,True,282,40,198,21,0,26,16,0,12,70,9355,3.0,10.0,1.9047619047619047,0.7619047619047619,17
2118,58,125,False,56,34,15,10,0,6,10,0,6,40,7023,5.8,2.1,3.4,1.0,65
2119,69,177,False,145,44,14,14,33,6,16,1,6,40,8672,4.928571428571429,1.4285714285714286,3.142857142857143,1.1428571428571428,92
2121,36,167,False,85,284,23,31,3,19,32,16,4,63,14708,1.1612903225806452,0.8709677419354839,9.161290322580646,1.032258064516129,38
2122,62,180,False,57,10,10,14,0,8,4,0,2,72,9198,4.428571428571429,0.8571428571428571,0.7142857142857143,0.2857142857142857,20
2123,51,227,False,136,34,43,23,6,14,13,0,10,60,13362,2.217391304347826,2.3043478260869565,1.4782608695652173,0.5652173913043478,77
2124,51,40,False,110,20,20,22,33,13,16,0,0,53,12218,2.3181818181818183,0.9090909090909091,0.9090909090909091,0.7272727272727273,16
2125,64,175,False,75,12,82,23,0,12,17,2,6,57,10878,2.782608695652174,3.8260869565217392,0.5217391304347826,0.7391304347826086,20
2126,27,159,False,32,172,10,14,4,6,10,0,0,65,8978,1.9285714285714286,0.7142857142857143,12.285714285714286,0.7142857142857143,63
2127,63,125,False,126,98,40,25,0,14,19,0,8,40,14344,2.52,1.92,3.92,0.76,6
2128,42,138,False,43,151,0,23,0,13,4,0,14,64,14976,1.826086956521739,0.6086956521739131,6.565217391304348,0.17391304347826086,55
2129,48,116,False,114,250,23,34,3,12,10,0,8,54,12864,1.411764705882353,0.9117647058823529,7.352941176470588,0.29411764705882354,9
2130,60,294,False,60,95,0,22,6,8,10,0,0,43,11734,2.727272727272727,0.0,4.318181818181818,0.45454545454545453,18
2131,54,0,False,125,330,34,72,0,15,23,0,12,72,32016,0.75,0.6388888888888888,4.583333333333333,0.3194444444444444,23
2132,27,203,False,50,34,0,17,11,11,16,0,0,60,12282,1.588235294117647,0.0,2.0,0.9411764705882353,5
2133,49,217,False,172,96,68,14,2,18,16,0,4,58,9451,3.5,5.142857142857143,6.857142857142857,1.1428571428571428,159
2134,54,115,False,127,64,77,22,2,14,16,0,4,65,13033,2.4545454545454546,3.6818181818181817,2.909090909090909,0.7272727272727273,4
2135,49,94,False,120,36,30,17,0,11,24,0,16,66,11010,2.8823529411764706,2.7058823529411766,2.1176470588235294,1.411764705882353,816
2136,46,148,True,44,12,31,15,6,10,13,0,10,55,8370,3.066666666666667,2.7333333333333334,0.8,0.8666666666666667,9
2137,44,146,False,310,256,74,36,22,20,34,4,0,56,20481,1.2222222222222223,2.0555555555555554,7.111111111111111,0.9444444444444444,7
2138,48,114,False,50,202,36,17,0,10,25,13,0,56,11879,2.823529411764706,2.1176470588235294,11.882352941176471,1.4705882352941178,100
2139,65,185,True,88,31,120,30,0,16,17,0,14,75,16282,2.1666666666666665,4.466666666666667,1.0333333333333334,0.5666666666666667,14
2140,30,106,False,86,200,99,35,23,8,13,0,18,52,19156,0.8571428571428571,3.342857142857143,5.714285714285714,0.37142857142857144,109
2141,71,120,False,76,79,16,14,0,8,8,0,16,59,9267,5.071428571428571,2.2857142857142856,5.642857142857143,0.5714285714285714,2
2143,41,213,False,46,18,14,14,23,12,6,0,10,53,9429,2.9285714285714284,1.7142857142857142,1.2857142857142858,0.42857142857142855,290
2144,20,88,False,19,85,32,23,39,17,15,0,40,54,13182,0.8695652173913043,3.130434782608696,3.6956521739130435,0.6521739130434783,12
2145,40,154,False,85,146,3,24,14,10,17,1,0,61,13709,1.6666666666666667,0.125,6.083333333333333,0.7083333333333334,60
2146,59,159,False,73,50,76,35,0,18,14,0,6,79,14135,1.6857142857142857,2.342857142857143,1.4285714285714286,0.4,0
2147,54,156,False,104,14,19,20,0,12,24,19,44,112,12658,2.7,3.15,0.7,1.2,24
2148,46,142,False,99,232,4,39,7,18,21,0,6,54,16305,1.1794871794871795,0.2564102564102564,5.948717948717949,0.5384615384615384,3
2149,101,140,False,162,23,22,19,0,16,3,0,18,35,13350,5.315789473684211,2.1052631578947367,1.2105263157894737,0.15789473684210525,17
2150,65,160,False,438,16,226,17,10,22,20,0,12,87,8970,3.823529411764706,14.0,0.9411764705882353,1.1764705882352942,9
2151,41,173,False,65,8,4,55,0,10,26,0,0,109,19566,0.7454545454545455,0.07272727272727272,0.14545454545454545,0.4727272727272727,12
2152,57,189,False,180,22,54,20,24,20,34,0,8,73,8581,2.85,3.1,1.1,1.7,104
2153,66,178,False,151,332,15,27,0,17,3,0,0,20,17127,2.4444444444444446,0.5555555555555556,12.296296296296296,0.1111111111111111,14
2154,58,235,False,161,106,12,20,31,12,4,0,14,92,11846,2.9,1.3,5.3,0.2,57
2155,46,148,False,97,22,0,35,12,12,7,0,66,80,18980,1.3142857142857143,1.8857142857142857,0.6285714285714286,0.2,12
2156,100,90,False,123,0,33,28,8,13,25,9,20,58,17596,3.5714285714285716,1.8928571428571428,0.0,0.8928571428571429,1255
2157,36,180,True,102,140,39,26,0,10,31,0,2,28,12994,1.3846153846153846,1.5769230769230769,5.384615384615385,1.1923076923076923,23
2158,56,151,True,52,88,30,18,3,8,24,2,0,71,11347,3.111111111111111,1.6666666666666667,4.888888888888889,1.3333333333333333,7
2159,46,137,False,58,44,11,47,15,19,6,0,0,62,17718,0.9787234042553191,0.23404255319148937,0.9361702127659575,0.1276595744680851,18
2160,26,147,False,56,28,8,12,0,6,12,0,8,76,6776,2.1666666666666665,1.3333333333333333,2.3333333333333335,1.0,3
2161,52,226,False,114,140,6,18,0,9,7,4,10,47,9726,2.888888888888889,0.8888888888888888,7.777777777777778,0.3888888888888889,2
2163,51,166,False,46,0,34,16,2,9,13,0,2,86,8364,3.1875,2.25,0.0,0.8125,30
2165,61,131,False,81,76,42,20,10,14,18,0,10,54,10970,3.05,2.6,3.8,0.9,963
2166,111,1,False,102,308,12,57,12,12,21,5,2,96,23547,1.9473684210526316,0.24561403508771928,5.4035087719298245,0.3684210526315789,16
2167,16,140,False,60,28,14,18,0,7,11,0,6,57,11358,0.8888888888888888,1.1111111111111112,1.5555555555555556,0.6111111111111112,41
2168,25,195,False,68,18,9,12,0,11,7,0,4,62,9059,2.0833333333333335,1.0833333333333333,1.5,0.5833333333333334,9
2170,62,130,False,204,167,23,31,9,8,14,6,0,36,19077,2.0,0.7419354838709677,5.387096774193548,0.45161290322580644,51
2171,56,231,True,160,530,14,60,10,17,8,0,4,111,23440,0.9333333333333333,0.3,8.833333333333334,0.13333333333333333,35
2172,36,138,False,98,34,7,16,0,7,10,0,0,55,7393,2.25,0.4375,2.125,0.625,96
2173,49,141,False,206,49,20,22,7,12,15,5,18,68,15644,2.227272727272727,1.7272727272727273,2.227272727272727,0.6818181818181818,8
2175,24,153,False,57,18,32,10,22,6,6,0,12,60,5832,2.4,4.4,1.8,0.6,281
2176,36,125,False,97,233,12,20,1,11,15,0,0,76,12996,1.8,0.6,11.65,0.75,9
2177,35,172,False,113,62,34,18,17,16,26,4,2,67,8678,1.9444444444444444,2.0,3.4444444444444446,1.4444444444444444,42
2178,75,1,False,101,210,28,54,11,10,9,4,0,90,22633,1.3888888888888888,0.5185185185185185,3.888888888888889,0.16666666666666666,168
2180,25,206,False,72,196,0,39,8,11,18,0,0,89,17138,0.6410256410256411,0.0,5.0256410256410255,0.46153846153846156,16
2181,73,154,False,118,136,41,31,0,14,23,5,22,66,12429,2.3548387096774195,2.032258064516129,4.387096774193548,0.7419354838709677,2030
2182,82,181,False,42,28,28,16,0,9,4,0,0,71,8555,5.125,1.75,1.75,0.25,9
2183,28,174,False,75,170,60,20,0,13,14,2,12,96,10028,1.4,3.6,8.5,0.7,14
2184,64,132,False,78,136,43,23,0,12,15,0,6,70,15548,2.782608695652174,2.130434782608696,5.913043478260869,0.6521739130434783,2
2185,58,304,False,102,232,69,38,7,15,31,2,10,64,15369,1.5263157894736843,2.0789473684210527,6.105263157894737,0.8157894736842105,40
2187,19,198,False,47,13,3,16,2,6,9,14,24,67,10507,1.1875,1.6875,0.8125,0.5625,14
2188,69,143,True,159,90,22,15,0,9,12,10,0,61,10882,4.6,1.4666666666666666,6.0,0.8,21
2189,40,130,False,89,42,108,25,0,7,8,15,0,58,13227,1.6,4.32,1.68,0.32,186
2190,38,105,False,51,28,45,11,16,7,7,0,8,50,6927,3.4545454545454546,4.818181818181818,2.5454545454545454,0.6363636363636364,11
2191,23,222,False,24,62,16,16,0,20,8,0,10,53,10062,1.4375,1.625,3.875,0.5,0
2192,76,145,False,155,122,60,27,0,18,13,4,8,92,13621,2.814814814814815,2.5185185185185186,4.518518518518518,0.48148148148148145,7
2193,45,134,False,100,16,29,14,0,9,13,0,12,54,9949,3.2142857142857144,2.9285714285714284,1.1428571428571428,0.9285714285714286,41
2194,71,220,False,132,246,47,33,12,14,17,0,0,58,19440,2.1515151515151514,1.4242424242424243,7.454545454545454,0.5151515151515151,7
2196,64,220,True,113,0,26,12,0,6,8,0,22,95,8878,5.333333333333333,4.0,0.0,0.6666666666666666,14
2197,42,221,False,64,121,17,28,2,4,6,4,6,48,13897,1.5,0.8214285714285714,4.321428571428571,0.21428571428571427,21
2198,33,135,False,75,160,36,19,11,8,11,2,0,59,10961,1.736842105263158,1.894736842105263,8.421052631578947,0.5789473684210527,23
2199,51,132,False,133,155,104,21,0,14,6,0,0,73,13774,2.4285714285714284,4.9523809523809526,7.380952380952381,0.2857142857142857,9
2200,35,85,False,80,25,100,22,2,9,12,9,0,62,8801,1.5909090909090908,4.545454545454546,1.1363636363636365,0.5454545454545454,7
2203,31,153,False,30,167,52,31,1,8,7,0,2,53,12218,1.0,1.7419354838709677,5.387096774193548,0.22580645161290322,9
2204,55,1,False,74,256,41,36,0,18,15,0,2,81,17764,1.5277777777777777,1.1944444444444444,7.111111111111111,0.4166666666666667,3
2205,62,180,False,75,210,46,34,0,9,15,10,4,64,17276,1.8235294117647058,1.4705882352941178,6.176470588235294,0.4411764705882353,15
2206,51,156,False,65,15,72,11,0,9,13,1,2,79,8370,4.636363636363637,6.7272727272727275,1.3636363636363635,1.1818181818181819,125
2207,53,199,False,111,99,24,30,3,9,11,2,4,85,11912,1.7666666666666666,0.9333333333333333,3.3,0.36666666666666664,297
2208,36,100,False,71,131,104,23,1,10,4,0,2,37,14739,1.565217391304348,4.608695652173913,5.695652173913044,0.17391304347826086,16
2209,24,144,False,84,42,24,10,0,7,6,4,10,43,7050,2.4,3.4,4.2,0.6,641
2211,34,199,False,95,484,0,38,5,9,11,0,0,53,16621,0.8947368421052632,0.0,12.736842105263158,0.2894736842105263,3
2212,18,184,False,66,152,21,20,10,14,3,0,0,72,11219,0.9,1.05,7.6,0.15,15
2213,59,125,False,77,120,6,20,0,10,8,3,0,96,13130,2.95,0.3,6.0,0.4,60
2214,50,233,False,121,94,33,33,0,12,7,0,6,27,17856,1.5151515151515151,1.1818181818181819,2.8484848484848486,0.21212121212121213,44
2215,31,117,True,125,134,18,34,0,14,17,0,12,51,13391,0.9117647058823529,0.8823529411764706,3.9411764705882355,0.5,3
2216,50,121,False,120,18,36,16,6,7,12,0,34,47,9066,3.125,4.375,1.125,0.75,1274
2217,52,117,False,70,30,22,17,0,8,18,6,2,64,9191,3.0588235294117645,1.411764705882353,1.7647058823529411,1.0588235294117647,243
2218,31,1,False,50,38,12,16,5,5,5,0,0,32,7569,1.9375,0.75,2.375,0.3125,13
2219,48,169,False,125,50,24,15,0,12,8,0,12,93,8801,3.2,2.4,3.3333333333333335,0.5333333333333333,5
2220,89,174,False,81,292,78,53,0,9,15,0,10,23,19432,1.679245283018868,1.6603773584905661,5.509433962264151,0.2830188679245283,9
2221,41,108,False,113,242,31,19,17,16,21,0,4,64,13003,2.1578947368421053,1.8421052631578947,12.736842105263158,1.105263157894737,17
2222,34,1,False,68,6,14,10,4,6,11,4,4,66,6242,3.4,1.8,0.6,1.1,1004
2225,101,172,True,141,20,94,23,1,19,25,13,6,71,14035,4.391304347826087,4.3478260869565215,0.8695652173913043,1.0869565217391304,3
2226,45,162,False,47,195,10,24,4,14,6,0,2,86,13611,1.875,0.5,8.125,0.25,49
2227,67,205,False,112,66,26,19,16,12,6,0,10,71,11874,3.526315789473684,1.894736842105263,3.473684210526316,0.3157894736842105,115
2228,70,123,False,229,115,33,40,5,12,20,3,46,68,20070,1.75,1.975,2.875,0.5,49
2229,44,108,False,136,14,39,14,12,9,16,0,2,53,11210,3.142857142857143,2.9285714285714284,1.0,1.1428571428571428,3
2230,38,144,False,58,382,19,28,11,12,14,0,0,79,14503,1.3571428571428572,0.6785714285714286,13.642857142857142,0.5,14
2232,53,1,False,102,283,24,32,10,8,14,4,4,79,14737,1.65625,0.875,8.84375,0.4375,3
2234,76,149,False,178,120,3,30,26,11,16,4,8,58,16115,2.533333333333333,0.36666666666666664,4.0,0.5333333333333333,15
2235,49,174,False,148,24,19,11,1,6,9,0,10,46,8185,4.454545454545454,2.6363636363636362,2.1818181818181817,0.8181818181818182,14
2236,57,109,False,129,313,38,21,19,17,10,0,4,85,13498,2.7142857142857144,2.0,14.904761904761905,0.47619047619047616,1
2237,51,116,False,77,46,27,24,5,8,24,0,12,115,15909,2.125,1.625,1.9166666666666667,1.0,16
2238,26,157,False,34,78,22,9,1,7,5,7,0,82,6672,2.888888888888889,2.4444444444444446,8.666666666666666,0.5555555555555556,201
2239,47,168,True,63,135,28,22,6,24,21,0,20,64,14472,2.1363636363636362,2.1818181818181817,6.136363636363637,0.9545454545454546,1
2240,36,177,False,117,14,55,17,0,13,9,0,12,43,7956,2.1176470588235294,3.9411764705882355,0.8235294117647058,0.5294117647058824,126
2242,44,166,False,69,26,26,14,0,10,13,0,12,24,9907,3.142857142857143,2.7142857142857144,1.8571428571428572,0.9285714285714286,11
2243,42,132,True,39,63,16,14,0,10,5,0,2,80,10330,3.0,1.2857142857142858,4.5,0.35714285714285715,2
2244,36,1,False,32,162,20,37,0,12,27,1,0,39,16645,0.972972972972973,0.5405405405405406,4.378378378378378,0.7297297297297297,417
2246,51,118,False,122,199,29,25,7,14,12,0,2,69,15258,2.04,1.24,7.96,0.48,6
2247,31,165,False,57,40,6,21,0,12,11,0,8,71,9173,1.4761904761904763,0.6666666666666666,1.9047619047619047,0.5238095238095238,9
2248,18,127,False,16,54,24,12,0,8,8,0,0,89,8173,1.5,2.0,4.5,0.6666666666666666,28
2249,28,132,False,71,6,40,12,0,10,6,0,8,82,8357,2.3333333333333335,4.0,0.5,0.5,13
2250,60,206,False,69,0,136,34,0,14,32,0,40,69,19073,1.7647058823529411,5.176470588235294,0.0,0.9411764705882353,82
2251,27,155,False,198,368,100,16,0,40,46,32,0,114,9976,1.6875,6.25,23.0,2.875,314
2253,46,173,False,117,48,22,18,0,26,12,0,4,115,14771,2.5555555555555554,1.4444444444444444,2.6666666666666665,0.6666666666666666,67
2254,50,189,False,70,2,51,19,19,7,11,13,4,65,10053,2.6315789473684212,2.8947368421052633,0.10526315789473684,0.5789473684210527,30
2255,45,164,False,79,284,33,32,0,12,21,0,6,89,15473,1.40625,1.21875,8.875,0.65625,5
2256,40,67,False,46,28,29,12,6,13,13,0,4,58,7805,3.3333333333333335,2.75,2.3333333333333335,1.0833333333333333,346
2257,49,190,False,77,0,47,13,2,11,2,0,4,80,8285,3.769230769230769,3.923076923076923,0.0,0.15384615384615385,45
2258,44,179,False,140,45,69,28,0,9,14,0,12,74,14555,1.5714285714285714,2.892857142857143,1.6071428571428572,0.5,20
2260,60,240,False,60,119,39,24,12,17,15,0,4,65,11797,2.5,1.7916666666666667,4.958333333333333,0.625,32
2261,37,175,True,41,52,16,11,0,6,9,6,6,54,7372,3.3636363636363638,2.0,4.7272727272727275,0.8181818181818182,32
2262,44,148,False,99,34,6,18,7,8,4,0,8,38,8107,2.4444444444444446,0.7777777777777778,1.8888888888888888,0.2222222222222222,22
2263,70,1,False,49,204,7,34,13,17,22,0,4,68,13747,2.0588235294117645,0.3235294117647059,6.0,0.6470588235294118,8
2264,32,147,False,66,4,0,10,0,8,12,0,6,67,7583,3.2,0.6,0.4,1.2,11
2266,46,134,False,90,36,22,12,3,11,10,0,12,65,8770,3.8333333333333335,2.8333333333333335,3.0,0.8333333333333334,98
2267,47,147,False,105,54,29,13,2,12,4,0,2,97,8128,3.6153846153846154,2.3846153846153846,4.153846153846154,0.3076923076923077,5
2268,36,160,False,85,30,27,11,0,7,12,8,16,92,6860,3.272727272727273,3.909090909090909,2.727272727272727,1.0909090909090908,55
2269,41,129,True,65,388,32,33,6,10,17,3,16,90,18779,1.2424242424242424,1.4545454545454546,11.757575757575758,0.5151515151515151,113
2270,42,150,False,49,213,11,20,13,14,6,0,0,68,14671,2.1,0.55,10.65,0.3,30
2271,54,126,False,125,90,88,21,0,10,28,0,12,102,14263,2.5714285714285716,4.761904761904762,4.285714285714286,1.3333333333333333,260
2273,32,173,False,32,404,7,31,1,15,11,1,0,49,14479,1.032258064516129,0.22580645161290322,13.03225806451613,0.3548387096774194,42
2274,27,89,False,71,28,17,10,0,6,4,3,6,38,7629,2.7,2.3,2.8,0.4,32
2275,84,184,False,102,29,21,18,0,10,13,8,28,56,11341,4.666666666666667,2.7222222222222223,1.6111111111111112,0.7222222222222222,14
2276,13,107,True,37,14,15,9,0,7,13,0,8,93,6633,1.4444444444444444,2.5555555555555554,1.5555555555555556,1.4444444444444444,42
2277,82,144,False,83,10,25,18,0,14,18,0,22,61,11357,4.555555555555555,2.611111111111111,0.5555555555555556,1.0,27
2278,72,171,False,133,102,41,24,16,16,11,0,16,43,13240,3.0,2.375,4.25,0.4583333333333333,56
2279,56,146,False,136,44,26,11,3,10,12,1,10,47,7571,5.090909090909091,3.272727272727273,4.0,1.0909090909090908,88
2281,63,171,False,124,26,50,15,0,8,6,5,10,43,9760,4.2,4.0,1.7333333333333334,0.4,34
2283,47,154,False,49,6,23,11,0,6,5,5,4,100,6725,4.2727272727272725,2.4545454545454546,0.5454545454545454,0.45454545454545453,22
2284,26,164,False,78,36,6,23,0,9,8,1,0,116,8510,1.1304347826086956,0.2608695652173913,1.565217391304348,0.34782608695652173,53
2285,39,144,False,164,304,84,39,0,24,32,0,4,53,19616,1.0,2.2564102564102564,7.794871794871795,0.8205128205128205,5
2286,35,217,False,202,340,22,26,4,31,27,10,2,56,16391,1.3461538461538463,0.9230769230769231,13.076923076923077,1.0384615384615385,2
2287,64,157,False,117,32,59,20,0,16,27,8,18,81,12879,3.2,3.85,1.6,1.35,102
2288,37,148,False,84,82,39,14,0,8,14,3,2,42,7665,2.642857142857143,2.9285714285714284,5.857142857142857,1.0,37
2289,27,150,False,64,97,12,36,0,7,20,0,8,65,17087,0.75,0.5555555555555556,2.6944444444444446,0.5555555555555556,8
2292,36,165,True,136,382,11,35,1,12,17,0,2,94,17994,1.0285714285714285,0.37142857142857144,10.914285714285715,0.4857142857142857,14
2293,38,115,False,75,58,10,11,0,10,11,0,4,60,8410,3.4545454545454546,1.2727272727272727,5.2727272727272725,1.0,577
