corpusid,arxiv_id,title,year,venue,citationcount,referencecount,influentialcitationcount,equations,figures,font,pages,paragraphs,content_references,tables,words,sections,subsections,subsubsections
259309467,2206.03008,Algorithms for bounding contribution for histogram estimation under user-level privacy,2022,International Conference on Machine Learning,0,50,0,0,0,CMR10,32,0,0,0,14075,0,0,0
249209893,2205.15942,Minimax Classification under Concept Drift with Multidimensional Adaptation and Performance Guarantees,2022,International Conference on Machine Learning,2,37,0,76,22,NimbusRomNo9L,14,1,59,8,9838,11,4,0
249625901,2206.05893,Deploying Convolutional Networks on Untrusted Platforms Using 2D Holographic Reduced Representations,2022,International Conference on Machine Learning,3,39,0,2,197,NimbusRomNo9L,27,0,64,16,10579,11,8,0
251040167,2207.12067,Homomorphism Autoencoder - Learning Group Structured Representations from Observed Transitions,2022,International Conference on Machine Learning,5,50,0,64,56,NimbusRomNo9L,26,13,94,10,14249,14,23,6
250073264,2206.12802,Bounding the Width of Neural Networks via Coupled Initialization - A Worst Case Analysis,2022,International Conference on Machine Learning,10,54,2,0,0,SFRM1000,42,0,0,0,21658,2,0,0
246652343,2202.03673,Calibrated Learning to Defer with One-vs-All Classifiers,2022,International Conference on Machine Learning,18,51,5,113,23,NimbusRomNo9L,19,26,232,10,12178,14,14,0
246441809,2202.00580,Fishing for User Data in Large-Batch Federated Learning via Gradient Magnification,2022,International Conference on Machine Learning,43,36,7,22,43,NimbusRomNo9L,17,1,132,6,8999,11,8,0
249240447,2206.00093,Easy Variational Inference for Categorical Models via an Independent Binary Approximation,2022,International Conference on Machine Learning,0,52,0,238,46,NimbusRomNo9L,40,18,126,16,26144,16,40,36
253802019,2211.12743,Efficient List-Decodable Regression using Batches,2022,International Conference on Machine Learning,3,84,0,410,0,CMR10,45,8,77,0,24054,17,12,0
248965281,2205.10195,Unsupervised Flow-Aligned Sequence-to-Sequence Learning for Video Restoration,2022,International Conference on Machine Learning,6,62,0,42,21,Unknown,11,0,71,0,7285,6,10,0
252211982,2209.05953,Sample Complexity Bounds for Learning High-dimensional Simplices in Noisy Regimes,2022,International Conference on Machine Learning,0,25,0,201,0,NimbusRomNo9L,27,2,42,0,15443,8,6,0
254069334,2211.15779,Revisiting Over-smoothing and Over-squashing using Ollivier's Ricci Curvature,2022,International Conference on Machine Learning,13,82,3,82,16,NimbusRomNo9L,24,0,88,32,15047,15,15,0
246430352,2201.12426,A Simple Guard for Learned Optimizers,2022,International Conference on Machine Learning,4,31,0,44,57,NimbusRomNo9L,17,0,53,4,11005,14,7,0
13068209,2211.00162,Constrained Efficient Global Optimization of Expensive Black-box Functions,2022,International Conference on Machine Learning,2356,47,161,48,15,NimbusRomNo9L,14,0,48,8,8444,14,6,0
245928707,2206.08720,Fast Finite Width Neural Tangent Kernel,2022,International Conference on Machine Learning,33,75,2,60,23,NimbusRomNo9L,27,0,186,10,17738,9,20,15
249889644,2206.10365,A Flexible Diffusion Model,2022,International Conference on Machine Learning,5,66,0,0,0,NimbusRomNo9L,20,0,0,0,9320,0,0,0
247011581,2202.10447,Transformer Quality in Linear Time,2022,International Conference on Machine Learning,115,39,29,56,43,NimbusRomNo9L,19,19,55,38,9769,10,11,1
250360891,2207.08873,Consistent Polyhedral Surrogates for Top-k Classification and Variants,2022,International Conference on Machine Learning,6,28,0,38,7,NimbusRomNo9L,31,0,70,2,18077,11,7,0
246430394,2201.12929,The Geometry of Robust Value Functions,2022,International Conference on Machine Learning,4,26,0,290,36,NimbusRomNo9L,24,0,37,0,10589,11,9,0
250311297,2207.02542,Tractable Dendritic RNNs for Reconstructing Nonlinear Dynamical Systems,2022,International Conference on Machine Learning,15,87,1,0,0,NimbusRomNo9L,29,0,0,0,16864,2,0,0
253735089,2211.11567,Neural networks trained with SGD learn distributions of increasing complexity,2022,International Conference on Machine Learning,13,91,0,0,0,NimbusRomNo9L,21,0,0,0,13231,0,0,0
247158283,2202.13736,On the Robustness of CountSketch to Adaptive Inputs,2022,International Conference on Machine Learning,13,54,0,290,4,NimbusRomNo9L,28,31,39,0,18178,13,22,8
249605827,2206.05199,Bayesian Estimation of Differential Privacy,2022,International Conference on Machine Learning,21,35,1,0,2,NimbusRomNo9L,17,5,2,2,9072,1,2,0
246294630,2201.11211,Learning Mixtures of Linear Dynamical Systems,2022,International Conference on Machine Learning,10,101,1,407,14,SFRM1000,55,43,69,2,28804,11,17,12
252907883,2210.07612,Monotonicity and Double Descent in Uncertainty Estimation with Gaussian Processes,2022,International Conference on Machine Learning,3,94,0,170,66,NimbusRomNo9L,33,17,252,2,16897,13,3,0
249674668,2206.07309,Estimating the Optimal Covariance with Imperfect Mean in Diffusion Probabilistic Models,2022,International Conference on Machine Learning,48,48,5,176,64,NimbusRomNo9L,30,0,197,20,14068,16,22,0
247187853,2203.00194,Private Frequency Estimation via Projective Geometry,2022,International Conference on Machine Learning,12,23,2,58,14,URWPalladioL,21,1,44,4,9948,8,1,0
248524888,2205.02343,Convolutional and Residual Networks Provably Contain Lottery Tickets,2022,International Conference on Machine Learning,7,47,3,0,0,NimbusRomNo9L,16,0,0,0,12649,0,0,0
249625601,2206.05700,A Functional Information Perspective on Model Interpretation,2022,International Conference on Machine Learning,4,41,2,49,10,NimbusRomNo9L,13,7,62,4,8338,9,10,0
249097883,2205.13316,Fair Representation Learning through Implicit Path Alignment,2022,International Conference on Machine Learning,17,49,4,93,29,NimbusRomNo9L,20,21,104,10,12000,16,15,0
259202430,2210.07144,Reprogramming Pretrained Language Models for Antibody Sequence Infilling,2022,International Conference on Machine Learning,6,72,0,38,39,NimbusRomNo9L,22,0,160,34,12304,15,7,0
247011694,2202.10103,Robustness and Accuracy Could Be Reconcilable by (Proper) Definition,2022,International Conference on Machine Learning,62,108,8,116,21,NimbusRomNo9L,20,0,232,8,12590,12,26,0
250360855,2207.03639,Nonparametric Embeddings of Sparse High-Order Interaction Events,2022,International Conference on Machine Learning,3,59,0,105,18,NimbusRomNo9L,17,0,150,0,10487,12,5,0
246485747,2202.01361,Generative Flow Networks for Discrete Probabilistic Modeling,2022,International Conference on Machine Learning,59,61,5,39,74,NimbusRomNo9L,17,6,138,12,10906,10,12,0
250089212,2206.14048,Short-Term Plasticity Neurons Learning to Learn and Forget,2022,International Conference on Machine Learning,11,74,1,14,21,NimbusRomNo9L,19,2,119,8,12078,6,23,4
246904670,2202.08578,An Equivalence Between Data Poisoning and Byzantine Gradient Attacks,2022,International Conference on Machine Learning,14,89,0,0,0,NimbusRomNo9L,40,0,0,0,24876,0,0,0
246485346,2202.01300,Causal Inference Through the Structural Causal Marginal Problem,2022,International Conference on Machine Learning,18,66,0,0,0,NimbusRomNo9L,32,1,0,0,19581,8,0,0
256900615,2205.15142,Special Properties of Gradient Descent with Large Learning Rates,2022,International Conference on Machine Learning,4,48,0,50,45,NimbusRomNo9L,25,7,61,0,13663,24,7,0
249921286,2202.06618,A Differential Entropy Estimator for Training Neural Networks,2022,International Conference on Machine Learning,13,83,2,74,30,NimbusRomNo9L,25,31,251,22,13148,11,19,4
254685643,2212.07677,Transformers learn in-context by gradient descent,2022,International Conference on Machine Learning,171,55,16,36,118,NimbusRomNo9L,24,0,85,0,16738,6,18,0
250144631,2206.15047,Improving Ensemble Distillation With Weight Averaging and Diversifying Perturbation,2022,International Conference on Machine Learning,5,33,0,31,26,NimbusRomNo9L,15,13,135,4,9680,9,18,0
249674486,2206.07166,Regularizing a Model-based Policy Stationary Distribution to Stabilize Offline Reinforcement Learning,2022,International Conference on Machine Learning,9,99,0,0,0,NimbusRomNo9L,27,0,0,0,17334,0,0,0
246473166,2202.00980,Robust Training of Neural Networks using Scale Invariant Architectures,2022,International Conference on Machine Learning,16,43,1,0,0,NimbusRomNo9L,36,0,0,0,15533,0,0,0
259108833,2208.08984,Open-Vocabulary Universal Image Segmentation with MaskCLIP,2022,International Conference on Machine Learning,18,43,2,8,47,NimbusRomNo9L,13,4,159,18,7641,9,10,0
250360821,2207.03691,Neural Implicit Dictionary Learning via Mixture-of-Expert Training,2022,International Conference on Machine Learning,6,81,0,26,18,NimbusRomNo9L,12,18,163,6,8590,7,8,0
250340682,2207.04711,Matching Normalizing Flows and Probability Paths on Manifolds,2022,International Conference on Machine Learning,22,25,1,106,86,NimbusRomNo9L,15,6,42,2,9594,15,13,0
249847969,2206.08561,Boosting Graph Structure Learning with Dummy Nodes,2022,International Conference on Machine Learning,12,45,0,0,0,NimbusRomNo9L,13,0,0,0,9718,1,0,0
250360824,2207.07208,Provably Adversarially Robust Nearest Prototype Classifiers,2022,International Conference on Machine Learning,8,41,1,158,14,NimbusRomNo9L,23,5,90,24,13913,17,5,0
250360871,2207.10284,Multi Resolution Analysis (MRA) for Approximate Self-Attention,2022,International Conference on Machine Learning,4,44,0,0,0,NimbusRomNo9L,18,0,0,0,12347,8,0,0
250340701,2207.07072,A query-optimal algorithm for finding counterfactuals,2022,International Conference on Machine Learning,4,54,0,0,3,CMR10,22,0,0,0,9790,1,0,0
249151944,2205.13943,Architecture-Agnostic Masked Image Modeling - From ViT back to CNN,2022,International Conference on Machine Learning,25,92,4,1,0,NimbusRomNo9L,19,0,0,0,13889,0,0,0
256358894,2205.15434,A Game-Theoretic Framework for Managing Risk in Multi-Agent Systems,2022,International Conference on Machine Learning,0,69,0,82,39,NimbusRomNo9L,26,0,91,2,12201,17,16,8
248377706,2204.10962,Visual Attention Emerges from Recurrent Sparse Reconstruction,2022,International Conference on Machine Learning,3,91,0,0,0,NimbusRomNo9L,19,0,0,0,9372,0,0,0
255341045,2212.14449,Policy Mirror Ascent for Efficient and Independent Learning in Mean Field Games,2022,International Conference on Machine Learning,13,54,4,0,0,NimbusRomNo9L,33,0,0,0,20617,1,0,0
258331873,2207.10283,One-vs-the-Rest Loss to Focus on Important Samples in Adversarial Training,2022,International Conference on Machine Learning,1,48,0,114,111,NimbusRomNo9L,26,0,234,14,15494,13,38,3
259075669,2211.01528,Fair and Optimal Classification via Post-Processing,2022,International Conference on Machine Learning,9,89,0,261,21,SFRM1095,47,21,136,4,20988,13,14,0
251135178,2207.14211,Regret Minimization and Convergence to Equilibria in General-sum Markov Games,2022,International Conference on Machine Learning,13,59,0,251,4,CMR10,37,8,95,0,16216,10,12,0
247595140,2203.10502,Adversarial Parameter Attack on Deep Neural Networks,2022,International Conference on Machine Learning,4,58,0,102,4,CMR10,29,0,85,22,12566,7,14,3
246485834,2202.01752,Near-Optimal Learning of Extensive-Form Games with Imperfect Information,2022,International Conference on Machine Learning,18,77,1,357,0,CMR10,50,20,144,0,22646,15,29,4
249642147,2206.06520,Memory-Based Model Editing at Scale,2022,International Conference on Machine Learning,125,50,27,16,0,NimbusRomNo9L,15,15,105,0,10993,8,4,0
246473179,2202.01169,Unified Scaling Laws for Routed Language Models,2022,International Conference on Machine Learning,79,69,8,61,84,NimbusRomNo9L,31,16,254,16,17331,17,26,3
245837365,2201.03064,Stability Based Generalization Bounds for Exponential Family Langevin Dynamics,2022,International Conference on Machine Learning,5,79,0,0,0,URWPalladioL,50,0,0,0,18439,10,0,0
253735218,2211.10515,Curiosity in hindsight,2022,International Conference on Machine Learning,4,106,0,0,1,NimbusRomNo9L,37,0,0,0,22369,0,0,0
252199783,2209.04604,Accelerated Primal-Dual Methods for Convex-Strongly-Concave Saddle Point Problems,2022,International Conference on Machine Learning,5,30,0,43,0,CMMI7,30,0,6,0,13215,4,2,2
249674685,2206.07290,Differentiable Top-k Classification Learning,2022,International Conference on Machine Learning,16,43,1,11,16,NimbusRomNo9L,13,1,161,14,10154,8,16,0
246652162,2202.03990,Equivariance versus Augmentation for Spherical Images,2022,International Conference on Machine Learning,11,26,0,0,0,NimbusRomNo9L,18,0,0,0,10520,0,0,0
255125240,2212.12809,Understanding the Complexity Gains of Single-Task RL with a Curriculum,2022,International Conference on Machine Learning,7,107,0,0,0,NimbusRomNo9L,40,0,0,0,20532,1,0,0
250360848,2207.07150,Making Linear MDPs Practical via Contrastive Representation Learning,2022,International Conference on Machine Learning,25,70,3,0,0,NimbusRomNo9L,20,0,0,0,11440,1,0,0
249889265,2206.10082,Optimally Controllable Perceptual Lossy Compression,2022,International Conference on Machine Learning,7,51,2,97,73,NimbusRomNo9L,18,0,58,4,9971,11,9,0
246608169,2202.02296,Graph-Coupled Oscillator Networks,2022,International Conference on Machine Learning,54,72,12,196,9,NimbusRomNo9L,22,9,164,18,12512,9,11,2
249674751,2206.07505,Revisiting Some Common Practices in Cooperative Multi-Agent Reinforcement Learning,2022,International Conference on Machine Learning,28,71,3,10,5,NimbusRomNo9L,16,0,10,0,9999,6,4,0
247318709,2203.04955,Temporal Difference Learning for Model Predictive Control,2022,International Conference on Machine Learning,90,69,19,18,98,NimbusRomNo9L,20,0,165,10,13245,19,1,0
249097850,2205.13444,Principled Knowledge Extrapolation with GANs,2022,International Conference on Machine Learning,5,42,2,98,42,NimbusRomNo9L,18,18,54,2,8653,8,6,0
249953544,2206.11602,Prototype-Anchored Learning for Learning with Imperfect Annotations,2022,International Conference on Machine Learning,1,62,0,0,0,NimbusRomNo9L,23,0,0,0,15190,1,0,0
247595112,2203.11086,Overcoming Oscillations in Quantization-Aware Training,2022,International Conference on Machine Learning,39,39,1,22,18,NimbusRomNo9L,13,6,75,0,8362,7,13,2
258417797,2205.08714,End-to-End Multi-Object Detection with a Regularized Mixture Model,2022,International Conference on Machine Learning,0,34,0,28,45,NimbusRomNo9L,16,0,72,18,9566,14,14,3
258417800,2211.06218,Total Variation Graph Neural Networks,2022,International Conference on Machine Learning,3,51,1,122,153,STIXGeneral,24,3,110,14,11668,8,20,1
259309473,2201.12006,Improving Expert Predictions with Conformal Prediction,2022,International Conference on Machine Learning,3,55,0,40,21,CMR10,26,0,46,2,12468,17,3,0
246823583,2202.06159,Robust alignment of cross-session recordings of neural population activity by behaviour via unsupervised domain adaptation,2022,International Conference on Machine Learning,14,20,1,8,18,CMR10,15,0,68,0,7180,9,5,0
246608208,2202.02016,Identifiability of Label Noise Transition Matrix,2022,International Conference on Machine Learning,15,70,1,76,6,NimbusRomNo9L,17,1,89,6,10873,18,11,0
246652253,2202.03813,Learning to Predict Graphs with Fused Gromov-Wasserstein Barycenters,2022,International Conference on Machine Learning,12,74,1,0,0,NimbusRomNo9L,15,2,7,0,9519,8,1,0
256105781,2209.12753,On Investigating the Conservative Property of Score-Based Generative Models,2022,International Conference on Machine Learning,4,48,1,0,0,NimbusRomNo9L,20,0,0,0,11898,0,0,0
247158103,2202.14026,Robust Training under Label Noise by Over-parameterization,2022,International Conference on Machine Learning,60,106,6,0,0,TeXGyrePagella,25,0,0,0,13730,5,0,0
249191861,2205.14368,Going Deeper into Permutation-Sensitive Graph Neural Networks,2022,International Conference on Machine Learning,21,83,1,102,36,NimbusRomNo9L,36,20,224,16,22336,19,21,5
250072497,2206.12680,Topology-aware Generalization of Decentralized SGD,2022,International Conference on Machine Learning,20,91,2,0,0,NimbusRomNo9L,27,0,0,0,14788,0,0,0
250265109,2207.00986,Stabilizing Off-Policy Deep Reinforcement Learning from Pixels,2022,International Conference on Machine Learning,21,78,6,0,0,NimbusRomNo9L,27,0,0,0,15747,1,0,0
253098776,2210.12669,Meta Learning of Interface Conditions for Multi-Domain Physics-Informed Neural Networks,2022,International Conference on Machine Learning,3,77,0,0,0,NimbusRomNo9L,38,0,0,0,12935,0,0,0
252283996,2209.07463,Omnipredictors for Constrained Optimization,2022,International Conference on Machine Learning,9,49,1,192,0,CMR10,39,5,108,0,18772,14,11,0
258968171,2206.01646,Integrating Prior Knowledge in Contrastive Learning with Kernel,2022,International Conference on Machine Learning,2,62,0,104,8,NimbusRomNo9L,28,32,163,28,16848,11,26,5
250340851,2208.01587,Learning to Incorporate Texture Saliency Adaptive Attention to Image Cartoonization,2022,International Conference on Machine Learning,4,51,2,44,66,NimbusRomNo9L,22,0,47,14,6298,6,10,0
247292348,2203.02586,Concept-based Explanations for Out-Of-Distribution Detectors,2022,International Conference on Machine Learning,6,76,1,0,0,NimbusRomNo9L,21,0,0,0,13071,1,0,0
248965170,2205.10128,Neural-Symbolic Models for Logical Queries on Knowledge Graphs,2022,International Conference on Machine Learning,42,44,6,0,0,NimbusRomNo9L,25,0,0,0,16135,0,0,0
247748869,2203.13733,Blocks Assemble! Learning to Assemble with Large-Scale Structured Reinforcement Learning,2022,International Conference on Machine Learning,18,55,1,0,1,NimbusRomNo9L,36,0,0,0,9697,0,0,0
249847865,2206.08869,Fast Lossless Neural Compression with Integer-Only Discrete Flows,2022,International Conference on Machine Learning,7,57,0,44,10,NimbusRomNo9L,14,4,49,2,8920,6,6,0
252683999,2210.00301,Learning Globally Smooth Functions on Manifolds,2022,International Conference on Machine Learning,2,80,0,254,46,NimbusRomNo9L,38,0,75,6,19045,14,14,3
250280059,2207.02200,Offline RL Policies Should be Trained to be Adaptive,2022,International Conference on Machine Learning,24,42,1,39,23,NimbusRomNo9L,18,0,76,0,11243,14,18,0
249712167,2206.08265,Maximum Likelihood Training for Score-Based Diffusion ODEs by High-Order Denoising Score Matching,2022,International Conference on Machine Learning,39,35,6,0,0,NimbusRomNo9L,32,0,3,0,18823,2,0,0
249953820,2206.11489,Nearly Minimax Optimal Reinforcement Learning with Linear Function Approximation,2022,International Conference on Machine Learning,24,36,7,358,3,NimbusRomNo9L,48,28,135,4,29339,15,22,4
246441975,2202.00528,Examining Scaling and Transfer of Language Model Architectures for Machine Translation,2022,International Conference on Machine Learning,11,59,0,16,59,NimbusRomNo9L,16,9,107,6,8749,9,2,0
246867455,2202.08137,A data-driven approach for learning to control computers,2022,International Conference on Machine Learning,34,32,9,0,42,ArialMT,17,9,78,4,9498,6,9,0
252595784,2209.14933,Training Normalizing Flows from Dependent Data,2022,International Conference on Machine Learning,1,43,0,36,43,NimbusRomNo9L,17,15,102,8,10210,8,10,15
249889064,2206.10013,Measuring the Effect of Training Data on Deep Learning Predictions via Randomized Experiments,2022,International Conference on Machine Learning,20,92,3,0,0,NimbusRomNo9L,37,0,0,0,24267,3,1,1
252992697,2210.10741,A kernel Stein test of goodness of fit for sequential models,2022,International Conference on Machine Learning,2,42,1,29,22,NimbusRomNo9L,18,7,88,2,11850,7,8,0
227407829,1911.11132,Scaling Out-of-Distribution Detection for Real-World Settings,2022,International Conference on Machine Learning,248,52,69,0,0,NimbusRomNo9L,14,0,0,0,8902,0,0,0
245769690,2201.02115,"The dynamics of representation learning in shallow, non-linear autoencoders",2022,International Conference on Machine Learning,9,51,2,0,0,NimbusRomNo9L,21,0,2,0,13132,0,0,0
248475973,2204.13731,An Intriguing Property of Geophysics Inversion,2022,International Conference on Machine Learning,6,23,0,24,27,NimbusRomNo9L,13,0,59,22,7226,7,13,3
250341050,2207.04684,Deep Squared Euclidean Approximation to the Levenshtein Distance for DNA Storage,2022,International Conference on Machine Learning,2,42,1,63,16,NimbusRomNo9L,14,0,39,2,10330,10,5,0
252917585,2210.08196,Deep Regression Unlearning,2022,International Conference on Machine Learning,14,53,1,0,0,NimbusRomNo9L,19,0,0,0,12092,0,0,0
253098635,2210.13132,PAC-Bayesian Offline Contextual Bandits With Guarantees,2022,International Conference on Machine Learning,8,54,1,130,11,NimbusRomNo9L,23,8,85,2,13621,10,17,3
253384628,2211.03044,Tuning Language Models as Training Data Generators for Augmentation-Enhanced Few-Shot Learning,2022,International Conference on Machine Learning,20,96,3,0,0,NimbusRomNo9L,21,0,0,0,14325,1,0,0
248266491,2204.09052,Optimizing Tensor Network Contraction Using Reinforcement Learning,2022,International Conference on Machine Learning,6,46,0,14,19,CMR10,18,25,62,20,9534,9,12,0
246607827,2202.01879,Learning from a Learning User for Optimal Recommendations,2022,International Conference on Machine Learning,2,42,0,4,0,CMCSC10,36,0,0,0,16189,1,0,0
249282641,2206.00711,Learning to Solve PDE-constrained Inverse Problems with Graph Networks,2022,International Conference on Machine Learning,21,62,0,0,0,NimbusRomNo9L,16,0,0,0,8998,7,0,0
248863377,2201.12323,Describing Differences between Text Distributions with Natural Language,2022,International Conference on Machine Learning,20,82,2,14,24,NimbusRomNo9L,18,0,101,6,11083,15,4,0
250340762,2207.11161,Lagrangian Method for Q-Function Learning (with Applications to Machine Translation),2022,International Conference on Machine Learning,1,52,0,26,24,NimbusRomNo9L,31,0,68,4,20134,12,17,0
249209974,2205.15746,Omni-Granular Ego-Semantic Propagation for Self-Supervised Graph Representation Learning,2022,International Conference on Machine Learning,9,71,0,64,12,NimbusRomNo9L,15,31,151,24,9053,8,9,0
254044378,2211.14555,Distribution Free Prediction Sets for Node Classification,2022,International Conference on Machine Learning,3,39,0,38,6,NimbusRomNo9L,11,0,51,6,7671,11,8,0
252907244,2210.07658,Abstract-to-Executable Trajectory Translation for One-Shot Task Generalization,2022,International Conference on Machine Learning,2,76,0,0,0,NimbusRomNo9L,33,0,0,0,16955,0,0,0
248867538,2207.03470,"For Learning in Symmetric Teams, Local Optima are Global Nash Equilibria",2022,International Conference on Machine Learning,2,55,0,26,11,NimbusRomNo9L,20,0,106,16,13376,15,18,0
252992522,2210.10487,Estimating the Contamination Factor's Distribution in Unsupervised Anomaly Detection,2022,International Conference on Machine Learning,9,74,0,0,0,NimbusRomNo9L,12,0,0,0,8773,0,0,0
249605440,2206.05262,Meta Optimal Transport,2022,International Conference on Machine Learning,13,106,3,55,72,NimbusRomNo9L,23,0,170,16,11410,10,14,5
246904399,2202.08550,Delay-adaptive step-sizes for asynchronous learning,2022,International Conference on Machine Learning,8,30,0,468,25,NimbusRomNo9L,22,0,64,2,9473,12,22,7
259244056,2203.15797,Convergence of First-Order Methods for Constrained Nonconvex Optimization with Dependent Data,2022,International Conference on Machine Learning,2,44,0,318,7,NimbusRomNo9L,32,4,217,2,18226,18,12,0
246634247,2202.02495,Weisfeiler-Lehman meets Gromov-Wasserstein,2022,International Conference on Machine Learning,6,46,2,238,15,CMR12,60,12,54,8,24766,9,19,22
254591507,2212.06663,Quantum Policy Gradient Algorithm with Optimized Action Decoding,2022,International Conference on Machine Learning,8,63,0,22,8,NimbusRomNo9L,22,0,65,0,14853,8,7,2
254974283,2212.11972,Scalable Adaptive Computation for Iterative Generation,2022,International Conference on Machine Learning,36,63,3,6,54,NimbusRomNo9L,21,2,84,10,8782,10,8,0
248391966,2204.11966,Estimating and Penalizing Induced Preference Shifts in Recommender Systems,2022,International Conference on Machine Learning,23,58,1,4,38,NimbusRomNo9L,23,0,99,4,15965,17,10,1
247628012,2203.12742,Accelerating Bayesian Optimization for Biological Sequence Design with Denoising Autoencoders,2022,International Conference on Machine Learning,37,91,2,6,66,NimbusRomNo9L,20,5,183,2,12969,9,21,0
249674702,2206.07632,Exploring Chemical Space with Score-based Out-of-distribution Generation,2022,International Conference on Machine Learning,22,79,4,0,0,NimbusRomNo9L,21,0,0,0,14493,0,0,0
254274922,2212.03131,Explainability as statistical inference,2022,International Conference on Machine Learning,1,66,0,0,0,NimbusRomNo9L,29,1,0,0,14740,0,0,0
249847924,2206.08888,Fast Population-Based Reinforcement Learning on a Single Machine,2022,International Conference on Machine Learning,5,33,0,0,24,NimbusRomNo9L,15,1,51,6,9857,9,7,0
250340822,2207.04381,Faster Privacy Accounting via Evolving Discretization,2022,International Conference on Machine Learning,10,34,0,107,14,NimbusRomNo9L,14,21,70,0,8222,10,5,0
248834131,2205.08452,A psychological theory of explainability,2022,International Conference on Machine Learning,9,43,1,20,9,NimbusRomNo9L,15,0,48,8,9980,10,10,12
253107468,2210.13942,Entity Divider with Language Grounding in Multi-Agent Reinforcement Learning,2022,International Conference on Machine Learning,2,31,0,2,27,Unknown,17,0,80,6,9399,10,11,0
252683427,2205.10763,A Deep Conjugate Direction Method for Iteratively Solving Linear Systems,2022,International Conference on Machine Learning,7,48,0,20,16,NimbusRomNo9L,12,0,97,0,7309,7,3,0
247940027,2204.00706,Strategies for Safe Multi-Armed Bandits with Logarithmic Regret and Risk,2022,International Conference on Machine Learning,5,25,0,138,46,SFRM1000,32,0,80,0,16634,12,11,1
249431395,2206.02991,Solving Stackelberg Prediction Game with Least Squares Loss via Spherically Constrained Least Squares Reformulation,2022,International Conference on Machine Learning,5,37,0,57,14,NimbusRomNo9L,15,0,144,16,10316,10,11,6
247058525,2202.11453,Bitwidth Heterogeneous Federated Learning with Progressive Weight Dequantization,2022,International Conference on Machine Learning,11,38,2,0,0,NimbusRomNo9L,14,0,0,0,9428,0,0,0
249431974,2206.03362,Building Robust Ensembles via Margin Boosting,2022,International Conference on Machine Learning,12,75,1,124,8,NimbusRomNo9L,24,5,206,12,14712,12,21,2
246431210,2201.12383,Bounding Training Data Reconstruction in Private (Deep) Learning,2022,International Conference on Machine Learning,33,45,1,0,0,NimbusRomNo9L,16,0,0,0,9972,1,0,0
246431126,2201.12975,Rotting infinitely many-armed bandits,2022,International Conference on Machine Learning,2,37,0,453,12,NimbusRomNo9L,36,3,45,0,17008,7,14,2
248811516,2205.07344,Policy Gradient Method For Robust Reinforcement Learning,2022,International Conference on Machine Learning,37,94,9,370,44,NimbusRomNo9L,44,0,68,0,21177,14,19,1
252532140,2209.11924,Interventional Causal Representation Learning,2022,International Conference on Machine Learning,35,55,10,0,0,NimbusRomNo9L,36,0,0,0,21825,1,0,0
250340817,2207.09432,Deep equilibrium networks are sensitive to initialization statistics,2022,International Conference on Machine Learning,2,34,1,384,20,NimbusRomNo9L,25,0,56,2,13489,9,17,9
249626415,2206.05975,On the Learning of Non-Autoregressive Transformers,2022,International Conference on Machine Learning,12,48,2,52,25,NimbusRomNo9L,21,0,110,20,13717,14,18,0
258999666,2210.02396,Temporally Consistent Transformers for Video Generation,2022,International Conference on Machine Learning,4,67,0,2,0,NimbusRomNo9L,37,0,0,0,12268,1,0,0
249097703,2205.13028,Formalizing Preferences Over Runtime Distributions,2022,International Conference on Machine Learning,2,52,0,148,9,NimbusRomNo9L,24,10,56,0,15489,11,10,0
253581743,2211.09403,Learning Mixtures of Markov Chains and MDPs,2022,International Conference on Machine Learning,4,28,1,142,29,SFRM1000,51,0,87,0,21234,15,23,15
249712067,2206.07869,Let Invariant Rationale Discovery Inspire Graph Contrastive Learning,2022,International Conference on Machine Learning,50,45,9,72,16,NimbusRomNo9L,14,0,111,18,8449,12,16,0
246473190,2202.00734,Framework for Evaluating Faithfulness of Local Explanations,2022,International Conference on Machine Learning,25,59,3,0,0,CMR10,32,0,0,0,10452,2,0,0
250340754,2211.01100,Nonparametric Involutive Markov Chain Monte Carlo,2022,International Conference on Machine Learning,1,39,0,0,0,NimbusRomNo9L,58,2,0,0,30166,7,0,0
247158104,2202.13234,Safe Exploration for Efficient Policy Evaluation and Comparison,2022,International Conference on Machine Learning,7,54,1,0,3,NimbusRomNo9L,21,0,0,0,14313,2,0,0
247940152,2204.01050,Understanding the unstable convergence of gradient descent,2022,International Conference on Machine Learning,41,14,9,64,41,NimbusRomNo9L,11,1,38,0,7259,9,8,3
249625538,2206.05391,Feature Selection using e-values,2022,International Conference on Machine Learning,1,65,0,0,0,NimbusRomNo9L,21,0,0,0,12975,1,0,0
250340843,2207.05837,Learning Bellman Complete Representations for Offline Policy Evaluation,2022,International Conference on Machine Learning,7,51,1,180,0,NimbusRomNo9L,34,2,24,0,17615,5,4,0
248887336,2205.09310,Mitigating Neural Network Overconfidence with Logit Normalization,2022,International Conference on Machine Learning,119,69,15,24,18,NimbusRomNo9L,14,1,77,18,9457,14,5,0
249712251,2206.07826,Metric-Fair Classifier Derandomization,2022,International Conference on Machine Learning,6,38,0,0,0,SFRM1000,20,1,0,0,10718,0,0,0
235826323,2204.00956,Model-Free and Model-Based Policy Evaluation when Causality is Uncertain,2022,International Conference on Machine Learning,7,49,2,38,9,NimbusRomNo9L,11,0,31,6,7649,9,10,0
